# 한자|뜻|음|부수|획수
扼|움켜쥘, 멍에|액|扌|7
掖|낄, 겨드랑|액|扌|11
液|진, 즙|액|氵|11
縊|목맬|액|糸|16
腋|겨드랑이|액|月|12
額|이마, 머릿수|액|頁|18
櫻|앵두나무, 벗|앵|木|21
罌|항아리|앵|缶|20
鶯|꾀꼬리|앵|鳥|21
鸚|앵무새|앵|鳥|28
也|어조사, 또|야|乚|3
倻|땅 이름|야|亻|11
冶|쇠불릴, 예쁠|야|冫|7
夜|밤|야|夕|8
惹|이끌|야|心|13
揶|희롱할|야|扌|12
椰|야자나무|야|木|13
爺|아비, 남자의 존칭|야|父|13
耶|그런가, 아버지|야|耳|9
若|반야, 난야|야|艹|9
野|들, 민간|야|里|11
弱|약할, 나이 젊을|약|弓|10
掠|노략질할|약|扌|11
略|간략할, 다스릴|약|田|11
約|대략, 약속|약|糸|9
若|같을, 너|약|艹|9
葯|약, 어수리잎|약|艹|13
蒻|구약나물, 부들풀|약|艹|14
藥|약|약|艹|19
躍|뛸|약|足|21
亮|밝을, 도울|양|亠|9
佯|거짓, 노닐|양|亻|8
兩|두, 양|양|入|8
凉|서늘할, 얇을|양|冫|10
壤|부드러운 흙|양|土|20
孃|계집애, 어머니|양|女|20
恙|근심할, 병|양|心|10
揚|날릴, 높일|양|扌|12
攘|물리칠, 훔칠|양|扌|20
敭|날릴, 높일|양|攵|13
暘|해돋이|양|日|13
梁|들보, 다리|양|木|11
楊|버들|양|木|13
樣|모양, 본|양|木|15
洋|큰바다, 서양|양|氵|9
瀁|물 이름, 넓을|양|氵|18
煬|쬘, 녹일|양|火|13
痒|가려울, 병|양|疒|11
瘍|두창, 부스럼|양|疒|14
禳|물리칠|양|示|22
穰|풍성할|양|禾|22
糧|양식, 먹이|양|米|18
羊|양|양|羊|6
良|어질, 좋을|양|艮|7
襄|오를, 이룰|양|衣|17
諒|믿을, 살펴 알|양|言|15
讓|겸손할|양|言|24
釀|빚을|양|酉|24
陽|양기, 해|양|阝|12
量|양, 헤아릴|양|里|12
養|기를, 봉양|양|食|15
圄|옥|어|囗|10
御|어거할, 마부|어|彳|11
於|어조사|어|方|8
漁|고기잡을|어|氵|14
瘀|어혈|어|疒|13
禦|막을, 멈출|어|示|16
語|말할, 알릴|어|言|14
馭|부릴|어|馬|12
魚|고기|어|魚|11
齬|맞지 않을, 어긋날|어|齒|22
億|억, 많은 수|억|亻|15
憶|생각할, 기억할|억|忄|16
抑|누를, 발어사|억|扌|7
檍|감탕나무|억|木|17
臆|가슴, 생각|억|月|17
偃|누울, 쉴|언|亻|11
堰|방죽|언|土|12
彦|선비|언|彡|9
焉|어찌, 어조사|언|灬|11
言|말씀, 말|언|言|7
諺|상말|언|言|16
孼|서자, 재앙|얼|子|19
蘖|그루터기, 움|얼|艹|21
俺|나|엄|亻|10
儼|근엄할, 공손할|엄|亻|22
嚴|엄할, 혹독할|엄|口|20
奄|문득, 내시|엄|大|8
掩|가릴, 덮칠|엄|扌|11
淹|담글, 머무를|엄|氵|11
嶪|험준할|업|山|16
業|업, 생계|업|木|13
円|화페단위|엔|冂|4
予|나, 줄|여|亅|4
余|나, 나머지|여|人|7
勵|힘쓸, 권장할|여|力|17
呂|음률, 법칙|여|口|7
如|같을, 어떠할|여|女|6
廬|오두막집, 주막|여|广|19
旅|나그네, 군대|여|方|10
歟|그런가|여|欠|18
汝|너|여|氵|6
濾|거를|여|氵|18
璵|옥|여|王|18
礖|독이 있는 돌|여|石|19
礪|숫돌, 갈|여|石|20
與|더불, 참여할|여|臼|14
艅|배 이름|여|舟|13
茹|먹을, 썩을|여|艹|10
輿|차상, 많을|여|車|17
轝|가마|여|車|21
閭|마을|여|門|15
餘|남을, 나머지|여|食|16
驪|가라말|여|馬|29
麗|고울, 나라 이름|여|鹿|19
黎|검을, 많을|여|黍|15
亦|또|역|亠|6
力|힘, 힘쓸|역|力|2
域|지경|역|土|11
役|부릴, 역사|역|彳|7
易|바꿀, 주역|역|日|8
曆|책력, 셈|역|日|16
歷|지낼, 두루|역|止|16
疫|돌림병|역|疒|9
繹|당길, 연달|역|糸|19
譯|통변할, 번역할|역|言|20
轢|칠|역|車|22
逆|거스를|역|辶|10
驛|역말, 자랄|역|馬|23
撚|꼴, 손끝으로 비빌|연|扌|15
漣|잔물결, 눈물흘릴|연|氵|14
嚥|삼킬|연|口|19
堧|빈터|연|土|12
姸|고울, 총명할|연|女|9
娟|아름다울|연|女|10
宴|잔치, 편안할|연|宀|10
年|해, 나이|연|干|6
延|끌, 이을|연|廴|7
憐|불쌍히 여길, 어여|연|忄|15
戀|사모할|연|心|23
捐|버릴, 줄|연|扌|10
挻|늘일, 반죽할|연|扌|10
椽|서까래|연|木|13
沇|물 이름, 고을 이름|연|氵|7
沿|물따라 내려갈|연|氵|8
涎|침, 연할|연|氵|10
涓|가릴, 작은 흐름|연|氵|10
淵|못, 깊을|연|氵|12
演|흐를|연|氵|14
烟|연기, 그을음|연|火|10
然|그럴, 그러면|연|灬|12
煙|연기, 그을음|연|火|13
煉|달굴, 이길|연|火|13
燃|탈|연|火|16
燕|제비, 잔치|연|灬|16
璉|호련, 이을|연|王|15
硏|갈, 벼루|연|石|11
硯|벼루|연|石|12
秊|해, 나이|연|禾|8
筵|자리|연|竹|13
緣|연분, 가선|연|糸|15
練|익힐, 연복|연|糸|15
縯|길|연|糸|17
聯|연할, 연|연|耳|17
衍|퍼질, 넓힐|연|行|9
軟|부드러울, 약할|연|車|11
輦|손수레, 연|연|車|15
蓮|연, 연밥|연|艹|15
連|이을|연|辶|11
鉛|납, 분|연|金|13
鍊|불릴|연|金|17
鳶|소리개, 연|연|鳥|14
裂|찢을, 터질|열|衣|12
列|벌일, 나란히 설|열|刂|6
劣|용렬할|열|力|6
咽|목멜|열|口|9
悅|기쁠, 기뻐할|열|忄|10
涅|개흙, 검은 물들일|열|氵|10
烈|세찰, 굳셀|열|灬|10
熱|열, 더위|열|灬|15
說|기뻐할|열|言|14
閱|점고할, 읽을|열|門|15
厭|싫을, 만족할|염|厂|14
廉|청렴할, 값쌀|염|广|13
念|생각, 욀|염|心|8
捻|비틀|염|扌|11
染|물들일, 물들|염|木|9
殮|염할|염|歹|17
炎|더울, 불꽃|염|火|8
焰|불꽃|염|火|12
琰|홀, 옥|염|王|12
艶|고울|염|色|19
苒|성할, 우거질|염|艹|9
簾|발|염|竹|19
閻|마을, 마을문|염|門|16
髥|구레나룻|염|髟|14
鹽|소금|염|鹵|24
曄|빛날|엽|日|16
獵|사냥할, 사냥|엽|犭|18
燁|빛날|엽|火|16
葉|잎, 대|엽|艹|13
令|영, 법|영|人|5
囹|옥|영|囗|8
塋|무덤, 묘지|영|土|13
寧|편안할, 차라리|영|宀|14
嶺|재, 산고개|영|山|17
嶸|산높을|영|山|17
影|그림자, 화상|영|彡|15
怜|영리할|영|忄|8
映|비칠|영|日|9
暎|비칠|영|日|13
楹|기둥|영|木|13
榮|영화, 성할|영|木|14
永|길, 오랠|영|水|5
泳|무자맥질할, 헤엄칠|영|氵|8
渶|물맑을|영|氵|12
潁|강 이름|영|水|15
濚|물 돌아나갈|영|氵|17
瀛|바다|영|氵|19
瀯|물 졸졸흐를, 물소|영|氵|20
煐|빛날|영|火|13
營|경영할, 지을|영|火|17
獰|모질, 사나울|영|犭|17
玲|금옥소리, 고울|영|王|9
瑛|옥빛|영|王|13
瑩|옥돌, 맑을|영|玉|15
瓔|옥돌, 구슬목걸이|영|王|21
盈|찰, 가득할|영|皿|9
穎|이삭, 빼어날|영|禾|16
纓|갓끈, 끈|영|糸|23
羚|영양, 큰뿔양|영|羊|11
聆|들을, 깨달을|영|耳|11
英|꽃|영|艹|9
詠|읊을, 노래할|영|言|12
迎|맞이할|영|辶|8
鈴|방울|영|金|13
鍈|방울소리|영|金|17
零|떨어질, 영|영|雨|13
霙|진눈깨비|영|雨|17
靈|신령, 혼백|영|雨|24
領|옷깃, 목|영|頁|14
隷|종, 붙을|예|隶|16
乂|풀벨, 다스릴|예|丿|2
倪|어릴, 흘겨볼|예|亻|10
例|법식, 본보기|예|亻|8
刈|풀벨, 벨|예|刂|4
叡|밝을, 임금언동|예|又|16
曳|끌|예|曰|6
汭|물구비, 물속|예|氵|7
濊|더러울, 종족 이름|예|氵|16
猊|사자, 고승의 자리|예|犭|11
睿|슬기로울, 밝을|예|目|14
穢|더러울, 거칠|예|禾|18
芮|물가, 나라 이름|예|艹|8
藝|재주, 법|예|艹|19
蘂|꽃술|예|艹|20
禮|예, 절|예|示|18
裔|후예, 자락|예|衣|13
詣|이를|예|言|13
譽|명예, 기릴|예|言|21
豫|미리, 기뻐할|예|豕|16
醴|단술, 달|예|酉|20
銳|날카로울, 날랠|예|金|15
霓|무지개|예|雨|16
預|미리, 참여를|예|頁|13
五|다섯, 다섯번|오|二|4
伍|항오, 반|오|亻|6
俉|맞이할|오|亻|9
傲|거만할, 업신여길|오|亻|13
午|낮, 일곱째 지지|오|十|4
吾|나, 글읽는 소리|오|口|7
吳|나라 이름, 시끄러|오|口|7
嗚|탄식할, 노래소리|오|口|13
塢|작은성, 마을|오|土|13
墺|물가|오|土|16
奧|안|오|大|13
娛|즐거워할|오|女|10
寤|잠에서 깰, 깨달을|오|宀|14
悟|깨달을, 깨우칠|오|忄|10
惡|미워할|오|心|12
懊|한할|오|忄|16
敖|거만할, 놀|오|攵|11
旿|밝을|오|日|8
晤|밝을, 만날|오|日|11
梧|벽오동나무|오|木|11
汚|더러울, 더럽힐|오|氵|6
澳|깊을|오|氵|16
烏|까마귀|오|灬|10
熬|볶을, 근심하는 소|오|灬|15
獒|개|오|犬|15
筽|버들고리|오|竹|13
蜈|지네|오|虫|13
誤|그릇할, 잘못할|오|言|14
鰲|자라|오|魚|22
鼇|자라|오|黽|24
屋|집, 덮개|옥|尸|9
沃|기름질, 물댈|옥|氵|7
獄|옥, 송사|옥|犭|14
玉|옥, 사랑할|옥|玉|5
鈺|보배, 쇠|옥|金|13
溫|따뜻할, 부드러울|온|氵|13
瑥|사람 이름|온|王|14
瘟|염병|온|疒|15
穩|평온할|온|禾|19
縕|주홍빛, 솜옷|온|糸|16
蘊|쌓을, 속내|온|艹|20
兀|우뚝할, 발뒤꿈치|올|儿|3
壅|막힐|옹|土|16
擁|안을, 가릴|옹|扌|16
瓮|항아리|옹|瓦|9
甕|항아리|옹|瓦|18
癰|등창|옹|疒|23
翁|늙은이, 아비|옹|羽|10
邕|막을, 화락할|옹|邑|10
雍|화려할, 학교|옹|隹|13
饔|아침밥, 익은 음식|옹|食|22
渦|소용돌이|와|氵|12
瓦|기와, 질그릇|와|瓦|5
窩|굴, 움|와|穴|14
窪|구덩이, 깊을|와|穴|14
臥|누울, 쉴|와|臣|8
蛙|개구리, 음란할|와|虫|12
蝸|달팽이|와|虫|15
訛|거짓말, 그릇될|와|言|11
婉|아름다울, 순할|완|女|11
完|완전할, 지킬|완|宀|7
宛|굽을, 완연|완|宀|8
梡|도마|완|木|11
椀|주발|완|木|12
浣|씻을, 열흘|완|氵|10
玩|장난할, 장난감|완|王|8
琓|옥이름|완|王|11
琬|홀, 옥 이름|완|王|12
碗|주발|완|石|13
緩|느릴, 늦출|완|糸|15
翫|장난할, 탐할|완|羽|15
脘|밥통, 위|완|月|11
腕|팔, 팔목|완|月|12
莞|왕골, 웃을|완|艹|11
豌|완두|완|豆|15
阮|성|완|阝|7
頑|완고할, 탐할|완|頁|13
曰|가로되|왈|曰|4
往|갈, 옛|왕|彳|8
旺|성할|왕|日|8
枉|굽을, 굽힐|왕|木|8
汪|넓을|왕|氵|7
王|임금, 왕노릇할|왕|王|4
倭|왜국|왜|亻|10
娃|예쁠, 미녀|왜|女|9
歪|비뚤|왜|止|9
矮|난장이, 키작을|왜|矢|13
外|바깥, 외국|외|夕|5
嵬|높을|외|山|13
巍|높고 클|외|山|21
猥|외람될, 더러울|외|犭|12
畏|두려워 할, 꺼릴|외|田|9
了|마칠, 깨달을|요|亅|2
僚|동료, 관리|요|亻|14
僥|요행|요|亻|14
凹|오목할|요|凵|5
堯|요임금, 높을|요|土|12
夭|일찍 죽을, 젊을|요|大|4
妖|요망할, 고울|요|女|7
姚|예쁠, 날랠|요|女|9
寥|성, 사람 이름|요|宀|14
寮|동관, 집|요|宀|15
尿|오줌|요|尸|7
嶢|높을|요|山|15
拗|비뚤, 꺾을|요|扌|8
搖|흔들릴|요|扌|13
撓|휘어질, 요란할|요|扌|15
擾|요란할, 길들일|요|扌|18
料|되질할, 거리|요|斗|10
曜|빛날, 해비칠|요|日|18
樂|좋아할|요|木|15
橈|휠, 꺽어질|요|木|16
燎|불놓을, 화톳불|요|火|16
燿|비칠|요|火|18
瑤|옥돌, 아름다운 옥|요|王|14
療|고칠, 병나을|요|疒|17
窈|그윽할, 얌전할|요|穴|10
窯|가마, 오지그릇|요|穴|15
繇|역사, 노래|요|糸|17
繞|두를, 얽힐|요|糸|18
耀|빛날|요|羽|20
腰|허리|요|月|13
蓼|여뀌|요|艹|15
蟯|요충|요|虫|18
要|구할, 기다릴|요|覀|9
謠|노래, 소문|요|言|17
遙|멀, 거닐|요|辶|14
遼|멀|요|辶|16
邀|맞이할|요|辶|17
饒|넉넉할|요|食|21
慾|욕심|욕|心|15
欲|하고자 할, 바랄|욕|欠|11
浴|목욕, 목욕할|욕|氵|10
縟|채색, 번거로울|욕|糸|16
褥|요|욕|衤|15
辱|욕보일|욕|辰|10
龍|용|용|龍|16
俑|목우|용|亻|9
傭|품팔이할, 품살|용|亻|13
冗|쓸데 없을, 번거로|용|冖|4
勇|날랠, 억셀|용|力|9
埇|골목길, 길돋을|용|土|10
墉|담, 벽|용|土|14
容|얼굴, 담을|용|宀|10
庸|떳떳할, 쓸|용|广|11
慂|권할|용|心|14
榕|용나무|용|木|14
涌|샘솟을|용|氵|10
湧|솟아날|용|氵|12
溶|녹을, 질펀히 흐를|용|氵|13
熔|녹일, 거푸집|용|火|14
瑢|패옥소리|용|王|14
用|쓸, 부릴|용|用|5
甬|길, 휘|용|用|7
聳|솟을|용|耳|17
茸|우거질, 어리석을|용|艹|10
蓉|부용, 나무연꽃|용|艹|14
踊|뛸|용|足|14
鎔|녹일|용|金|18
鏞|쇠북|용|金|19
于|어조사, 탄식할|우|二|3
佑|도울|우|亻|7
偶|짝, 우연|우|亻|11
優|넉넉할, 도타울|우|亻|17
又|또|우|又|2
友|벗, 우애|우|又|4
右|오른쪽, 숭상할|우|口|5
宇|집, 하늘|우|宀|6
寓|붙여살, 핑계삼을|우|宀|12
尤|더욱, 허물|우|尢|4
愚|어리석을|우|心|13
憂|근심, 상제될|우|心|15
旴|클, 해뜰|우|日|7
牛|소, 별 이름|우|牛|4
玗|옥돌, 우기나무|우|王|7
瑀|패옥|우|王|13
盂|사발|우|皿|8
祐|도울|우|示|10
禑|복|우|示|14
禹|하우씨, 성|우|禸|9
紆|얽힐, 굽을|우|糸|9
羽|깃, 새|우|羽|6
芋|토란|우|艹|7
藕|연뿌리|우|艹|19
虞|염려할, 즐길|우|虍|13
迂|멀, 굽을|우|辶|7
遇|만날, 대접할|우|辶|13
郵|우편, 역말|우|阝|11
釪|악기 이름|우|金|11
隅|모퉁이, 귀|우|阝|12
雨|비|우|雨|8
雩|기우제|우|雨|11
勖|힘쓸|욱|力|11
彧|문채, 무성할|욱|彡|10
旭|아침해, 해뜰|욱|日|6
昱|빛날|욱|日|9
栯|산앵두|욱|木|10
煜|빛날|욱|火|13
稶|서직무성할|욱|禾|15
郁|성할|욱|阝|9
頊|멍할|욱|頁|13
云|이를|운|二|4
暈|무리, 흐릿한 빛|운|日|13
橒|나무무늬|운|木|16
殞|죽을, 떨어질|운|歹|14
澐|큰물결|운|氵|15
熉|노란모양|운|火|14
耘|김맬|운|耒|10
芸|운향, 김맬|운|艹|8
蕓|평지, 유채|운|艹|16
運|돌, 움직일|운|辶|13
隕|떨어질, 잃을|운|阝|13
雲|구름|운|雨|12
韻|운|운|音|19
蔚|고을 이름|울|艹|15
鬱|답답할, 우거질|울|鬯|29
亐|땅이름|울|二|3
熊|곰|웅|灬|14
雄|수컷, 굳셀|웅|隹|12
元|으뜸, 저음|원|儿|4
原|근원, 둔덕|원|厂|10
員|관원, 둥글|원|口|10
圓|둥글, 둘레|원|囗|13
園|동산, 뜰|원|囗|13
垣|울타리|원|土|9
媛|예쁠|원|女|12
嫄|사람 이름|원|女|13
寃|원죄|원|宀|11
怨|원망할, 원수|원|心|9
愿|삼갈, 착한|원|心|14
援|도울, 당길|원|扌|12
沅|물 이름|원|氵|7
洹|물 이름, 세차게 흐|원|氵|9
湲|흐를|원|氵|12
源|근원|원|氵|13
爰|이에, 바꿀|원|爫|9
猿|원숭이|원|犭|13
瑗|옥|원|王|13
苑|동산, 사물이 모이|원|艹|9
袁|옷길|원|衣|10
轅|끌채|원|車|17
遠|멀, 심오할|원|辶|14
阮|관 이름|원|阝|7
院|집, 담|원|阝|10
願|바랄, 빌|원|頁|19
鴛|원앙|원|鳥|16
月|달, 세월|월|月|4
越|넘을, 멀|월|走|12
鉞|도끼|월|金|13
位|자리, 위치|위|亻|7
偉|클|위|亻|11
僞|거짓|위|亻|14
危|위태할, 두려워 할|위|卩|6
圍|둘레, 둘러 쌀|위|囗|12
委|맡길, 쌓일|위|女|8
威|위엄, 세력|위|女|9
尉|벼슬 이름, 편안히|위|寸|11
慰|위로할|위|心|15
暐|환할|위|日|13
渭|물 이름|위|氵|12
爲|할, 위할|위|爫|12
瑋|옥, 진기할|위|王|13
緯|씨, 짤|위|糸|15
胃|밥통|위|月|9
萎|시들, 쇠미할|위|艹|12
葦|갈대|위|艹|13
蔿|애기풀|위|艹|16
蝟|고슴도치|위|虫|15
衛|막을, 지킬|위|行|15
褘|향낭, 아름다울|위|衤|14
謂|이를|위|言|16
違|어길, 다를|위|辶|13
韋|가죽|위|韋|9
魏|높을, 나라 이름|위|鬼|18
乳|젖, 젖같은 액|유|乚|8
侑|권할, 도울|유|亻|8
儒|선비, 유교|유|亻|16
兪|성, 그럴|유|入|9
劉|성|유|刂|15
唯|오직, 대답할|유|口|11
喩|깨우칠, 이를|유|口|12
孺|젖먹이, 딸릴|유|子|17
宥|용서할|유|宀|9
幼|어릴|유|幺|5
幽|그윽할, 숨을|유|幺|9
庾|곳집, 열엿말|유|广|12
悠|멀, 한가할|유|心|11
惟|생각할, 오직|유|忄|11
愈|더할, 나을|유|心|13
愉|즐거울, 즐거워 할|유|忄|12
揄|빈정거릴, 끌|유|扌|12
攸|아득할, 곳|유|攵|7
有|있을, 가질|유|月|6
杻|감탕나무|유|木|8
柔|부드러울, 순할|유|木|9
柚|유자|유|木|9
柳|버드나무, 별 이름|유|木|9
楡|느릅나무|유|木|13
楢|졸참나무|유|木|13
油|기름, 구름일|유|氵|8
洧|강 이름|유|氵|9
流|흐를, 구할|유|氵|10
游|헤엄칠, 놀|유|氵|12
溜|물방울, 김서릴|유|氵|13
濡|적실, 젖을|유|氵|17
猶|오히려, 주저할|유|犭|12
猷|꾀, 그릴|유|犬|13
琉|유리|유|王|11
瑜|옥, 옥빛|유|王|13
由|말미암을, 까닭|유|田|5
留|머무를|유|田|10
癒|나을|유|疒|18
硫|유황|유|石|12
紐|맬, 끈|유|糸|10
維|바, 맬|유|糸|14
臾|잠깐|유|臼|9
萸|수유나무|유|艹|13
裕|넉넉할, 너그러울|유|衤|12
誘|꾈, 가르칠|유|言|14
諛|아첨할|유|言|16
諭|깨우칠, 타이를|유|言|16
踰|넘을|유|足|16
蹂|밟을|유|足|16
遊|놀, 여행|유|辶|13
逾|넘을|유|辶|13
遺|남을, 버릴|유|辶|16
酉|열째지지|유|酉|7
釉|윤|유|釆|12
鍮|놋쇠|유|金|17
類|무리, 비슷할|유|頁|19
六|여섯|육|八|4
堉|기름진땅|육|土|11
戮|죽일, 욕될|육|戈|15
毓|기를|육|毋|14
肉|고기, 몸|육|肉|6
育|기를|육|月|8
陸|뭍, 뛸|육|阝|11
倫|인륜, 무리|윤|亻|10
允|진실로, 승락할|윤|儿|4
奫|물 깊고 넓을|윤|大|15
尹|다스릴, 바를|윤|尸|4
崙|산 이름|윤|山|11
淪|빠질, 잔물결|윤|氵|11
潤|윤택할, 이득|윤|氵|15
玧|귀막이구슬|윤|王|8
胤|맏, 자손|윤|月|9
贇|예쁠|윤|貝|19
輪|바퀴, 둘레|윤|車|15
鈗|병기 이름|윤|金|12
閏|윤|윤|門|12
律|법, 가락|율|彳|9
慄|두려워할|율|忄|13
栗|밤, 단단할|율|木|10
率|율, 비례|율|玄|11
聿|붓, 마침내|율|聿|6
戎|병장기, 싸움수레|융|戈|6
瀜|깊을|융|氵|19
絨|융|융|糸|12
融|녹을, 화합할|융|虫|16
隆|높일, 성할|융|阝|12
垠|끝|은|土|9
恩|은혜, 사랑할|은|心|10
慇|은근할|은|心|14
殷|은나라, 성할|은|殳|10
誾|화기애애할, 향기|은|言|15
銀|은, 은빛|은|金|14
隱|숨을, 점칠|은|阝|17
乙|새, 둘째 천간|을|乙|1
吟|읊을, 끙끙 앓을|음|口|7
淫|음탕할, 어지러울|음|氵|11
蔭|그늘, 가릴|음|艹|15
陰|그늘, 음기|음|阝|11
音|소리, 음|음|音|9
飮|마실, 마실것|음|食|13
揖|읍할|읍|扌|12
泣|울|읍|氵|8
邑|고을, 근심할|읍|邑|7
凝|엉길, 모을|응|冫|16
應|응할, 응당|응|心|17
膺|가슴, 받을|응|月|17
鷹|매|응|鳥|24
依|의지할, 좇을|의|亻|8
倚|의지할, 치우칠|의|亻|10
儀|거동, 법도|의|亻|15
宜|마땅할|의|宀|8
意|뜻, 생각|의|心|13
懿|아름다울|의|心|22
擬|비길, 헤아릴|의|扌|17
椅|교의|의|木|12
毅|굳셀|의|殳|15
疑|의심할|의|疋|14
矣|어조사|의|矢|7
義|옳을, 뜻|의|羊|13
艤|차릴|의|舟|19
薏|율무|의|艹|17
蟻|개미|의|虫|19
衣|옷, 입을|의|衣|6
誼|옳을, 의|의|言|15
議|의논할|의|言|20
醫|의원|의|酉|18
李|오얏나무, 행장|이|木|7
異|다를, 괴이할|이|田|11
二|두, 다음|이|二|2
以|써, 부터|이|人|5
伊|저, 어조사|이|亻|6
利|이로울, 날카로울|이|刂|7
吏|관리, 아전|이|口|6
夷|오랑캐, 상할|이|大|6
姨|이모|이|女|9
履|신, 밟을|이|尸|15
已|이미, 그칠|이|己|3
弛|늦출, 느슨할|이|弓|6
彛|떳떳할, 법칙|이|彐|16
怡|기쁠, 온화할|이|忄|8
易|쉬울|이|日|8
梨|배나무|이|木|11
泥|진흙, 수렁|이|氵|8
爾|너, 그|이|爻|14
珥|귀고리|이|王|10
理|다스릴, 도리|이|王|11
痍|상처, 상처입을|이|疒|11
痢|설사|이|疒|12
移|옮길, 변할|이|禾|11
罹|걸릴, 근심할|이|罒|16
而|말이을, 너|이|而|6
耳|귀, 뿐|이|耳|6
肄|익힐, 수고|이|聿|13
苡|율무, 질경이|이|艹|9
荑|벨|이|艹|10
裏|속, 안|이|衣|13
裡|속, 안|이|衤|12
貽|줄, 끼칠|이|貝|12
貳|두, 거듭할|이|貝|12
邇|가까울|이|辶|18
里|마을, 거리단위|이|里|7
離|떠날, 흩어질|이|隹|19
飴|엿|이|食|14
餌|먹이, 먹을|이|食|15
匿|숨길|익|匸|11
溺|물에 빠질, 마음이|익|氵|13
瀷|강 이름|익|氵|20
益|더할, 이로울|익|皿|10
翊|도울|익|羽|11
翌|이튿날|익|羽|11
翼|날개, 도울|익|羽|17
謚|웃을|익|言|17
咽|목구멍|인|口|9
人|사람, 남|인|人|2
仁|어질, 씨|인|亻|4
刃|칼날, 칼질할|인|刀|3
印|도장, 찍을|인|卩|6
吝|인색할, 아낄|인|口|7
因|인할, 의지할|인|囗|6
姻|혼인|인|女|9
寅|세째 지지|인|宀|11
引|당길, 이끌|인|弓|4
忍|참을, 잔인한|인|心|7
湮|빠질|인|氵|12
燐|도깨비불, 인|인|火|16
璘|옥빛|인|王|16
絪|기운, 깔개|인|糸|12
茵|깔개, 사철쑥|인|艹|10
藺|골풀|인|艹|20
蚓|지렁이|인|虫|10
認|알, 허가할|인|言|14
隣|이웃, 보필|인|阝|15
靭|질길|인|革|12
靷|가슴걸이|인|革|13
鱗|비늘|인|魚|23
麟|기린|인|鹿|23
一|한, 첫째|일|一|1
佚|숨을|일|亻|7
佾|춤|일|亻|8
壹|한, 오직|일|士|12
日|날, 해|일|日|4
溢|넘칠, 큰물|일|氵|13
逸|잃을, 뛰어날|일|辶|12
鎰|중량 이름|일|金|18
馹|역말|일|馬|14
任|맡길, 일|임|亻|6
壬|아홉째 천간, 간사|임|士|4
妊|아이밸|임|女|7
姙|아이밸|임|女|9
恁|생각할, 이러할|임|心|10
林|수풀|임|木|8
淋|물방울 떨어질, 뿌|임|氵|11
稔|여물, 해|임|禾|13
臨|임할, 볼|임|臣|17
荏|들깨, 부드러울|임|艹|10
賃|품팔, 빌|임|貝|13
入|들, 빠질|입|入|2
卄|스물|입|十|4
立|설, 세울|입|立|5
笠|삿갓|입|竹|11
粒|낱알|입|米|11
仍|인할, 거듭|잉|亻|4
剩|남을|잉|刂|12
孕|아이밸|잉|子|5
芿|새풀싹, 잡초|잉|艹|8
仔|자세할, 견딜|자|亻|5
咨|물을, 탄식할|자|口|9
姉|누이|자|女|8
姿|맵시, 성품|자|女|9
子|아들|자|子|3
字|글자, 사랑할|자|子|6
孜|부지런할|자|子|7
恣|방자할|자|心|10
慈|사랑, 어머니|자|心|13
滋|번성할, 더욱|자|氵|12
煮|삶을|자|灬|13
玆|검을, 흐릴|자|玄|10
瓷|오지그릇|자|瓦|11
疵|흉, 흉볼|자|疒|10
磁|지남석, 사기그릇|자|石|14
紫|자주빛|자|糸|11
者|놈, 것|자|耂|9
自|스스로, 몸|자|自|6
茨|납가새, 일|자|艹|10
蔗|사탕수수|자|艹|15
藉|빌, 깔|자|艹|18
諮|물을|자|言|16
資|재물, 바탕|자|貝|13
雌|암컷|자|隹|13
炙|구울|자|火|8
刺|찌를, 가시|자|刂|8
作|지을, 일으킬|작|亻|7
勺|구기, 체적단위|작|勹|3
嚼|씹을, 맛볼|작|口|21
斫|찍을, 칠|작|斤|9
昨|어제|작|日|9
灼|불에 구울, 밝을|작|火|7
炸|터질|작|火|9
爵|벼슬, 술잔|작|爫|18
綽|여유있을, 유순할|작|糸|14
芍|작약, 함박꽃|작|艹|7
酌|따를, 참작할|작|酉|10
雀|참새|작|隹|11
鵲|까치|작|鳥|19
孱|잔악할|잔|子|12
棧|잔교, 마판|잔|木|12
殘|남을, 잔인할|잔|歹|12
潺|졸졸 흐를|잔|氵|15
盞|잔|잔|皿|13
岑|산봉우리|잠|山|7
暫|잠깐|잠|日|15
潛|잠길, 자맥질할|잠|氵|15
箴|바늘, 경계할|잠|竹|15
簪|비녀|잠|竹|18
蠶|누에|잠|虫|24
雜|섞일, 어수선할|잡|隹|18
丈|어른, 길이의 단위|장|一|3
仗|의장, 의지할|장|亻|5
匠|장인, 궁리할|장|匚|6
場|마당|장|土|12
墻|담|장|土|16
壯|씩씩할, 웅장할|장|士|7
奬|권면할, 칭찬할|장|大|14
將|장수, 장차|장|寸|11
帳|휘장, 장부책|장|巾|11
庄|엄할, 별장|장|广|6
張|활시위 얹을, 베풀|장|弓|11
掌|손바닥, 맡을|장|手|12
暲|해돋을, 밝을|장|日|15
杖|지팡이, 몽둥이|장|木|7
樟|녹나무|장|木|15
檣|돛대|장|木|17
欌|장롱|장|木|22
漿|미음, 즙|장|水|15
牆|담|장|爿|17
狀|문서, 편지|장|犬|8
獐|노루|장|犭|14
璋|홀|장|王|15
章|문채, 글|장|立|11
粧|단장할|장|米|12
腸|창자, 마음|장|月|13
